subj_id;trial;block;stim;true_cat;cat0_is_right_key;color_presentation_order;feature_presentation_order;response;time;time_pressure_cond;time_pressure_in_ms
9;1;training;223;0;0;102;102;0;31125;True;NA
9;2;training;222;0;0;102;102;1;3711;True;NA
9;3;training;123;1;0;102;102;0;19841;True;NA
9;4;training;213;0;0;102;102;0;7129;True;NA
9;5;training;122;1;0;102;102;1;5825;True;NA
9;6;training;212;1;0;102;102;1;4019;True;NA
9;7;training;113;0;0;102;102;1;6009;True;NA
9;8;training;112;1;0;102;102;1;4206;True;NA
9;9;training;113;0;0;102;102;1;3993;True;NA
9;10;training;112;1;0;102;102;1;3440;True;NA
9;11;training;122;1;0;102;102;0;3774;True;NA
9;12;training;213;0;0;102;102;0;4765;True;NA
9;13;training;212;1;0;102;102;1;2264;True;NA
9;14;training;123;1;0;102;102;0;2541;True;NA
9;15;training;222;0;0;102;102;1;3214;True;NA
9;16;training;223;0;0;102;102;1;3659;True;NA
9;17;training;213;0;0;102;102;1;2902;True;NA
9;18;training;112;1;0;102;102;0;1946;True;NA
9;19;training;222;0;0;102;102;1;4827;True;NA
9;20;training;123;1;0;102;102;0;2559;True;NA
9;21;training;212;1;0;102;102;1;3841;True;NA
9;22;training;122;1;0;102;102;1;2634;True;NA
9;23;training;113;0;0;102;102;1;3829;True;NA
9;24;training;223;0;0;102;102;1;1944;True;NA
9;25;training;112;1;0;102;102;0;2747;True;NA
9;26;training;122;1;0;102;102;1;2657;True;NA
9;27;training;123;1;0;102;102;0;3313;True;NA
9;28;training;213;0;0;102;102;1;13788;True;NA
9;29;training;113;0;0;102;102;1;4307;True;NA
9;30;training;222;0;0;102;102;0;3383;True;NA
9;31;training;212;1;0;102;102;0;3553;True;NA
9;32;training;223;0;0;102;102;1;4993;True;NA
9;33;training;223;0;0;102;102;1;3089;True;NA
9;34;training;122;1;0;102;102;0;2414;True;NA
9;35;training;212;1;0;102;102;1;1851;True;NA
9;36;training;112;1;0;102;102;0;3783;True;NA
9;37;training;123;1;0;102;102;0;6013;True;NA
9;38;training;222;0;0;102;102;1;2692;True;NA
9;39;training;113;0;0;102;102;0;1517;True;NA
9;40;training;213;0;0;102;102;0;3002;True;NA
9;41;training;122;1;0;102;102;1;2133;True;NA
9;42;training;213;0;0;102;102;0;2901;True;NA
9;43;training;212;1;0;102;102;1;2354;True;NA
9;44;training;222;0;0;102;102;0;4437;True;NA
9;45;training;113;0;0;102;102;0;2700;True;NA
9;46;training;123;1;0;102;102;1;4394;True;NA
9;47;training;112;1;0;102;102;1;2072;True;NA
9;48;training;223;0;0;102;102;0;4055;True;NA
9;49;training;112;1;0;102;102;1;2008;True;NA
9;50;training;222;0;0;102;102;0;2449;True;NA
9;51;training;223;0;0;102;102;0;3188;True;NA
9;52;training;113;0;0;102;102;0;3778;True;NA
9;53;training;212;1;0;102;102;0;6608;True;NA
9;54;training;213;0;0;102;102;1;2447;True;NA
9;55;training;123;1;0;102;102;1;3123;True;NA
9;56;training;122;1;0;102;102;0;2753;True;NA
9;57;training;212;1;0;102;102;1;2704;True;NA
9;58;training;112;1;0;102;102;1;9528;True;NA
9;59;training;213;0;0;102;102;1;4715;True;NA
9;60;training;223;0;0;102;102;0;5110;True;NA
9;61;training;222;0;0;102;102;0;3942;True;NA
9;62;training;123;1;0;102;102;1;4927;True;NA
9;63;training;122;1;0;102;102;0;6177;True;NA
9;64;training;113;0;0;102;102;1;7323;True;NA
9;65;training;113;0;0;102;102;0;2784;True;NA
9;66;training;222;0;0;102;102;0;7018;True;NA
9;67;training;223;0;0;102;102;1;6857;True;NA
9;68;training;213;0;0;102;102;1;4123;True;NA
9;69;training;123;1;0;102;102;0;6325;True;NA
9;70;training;212;1;0;102;102;0;5866;True;NA
9;71;training;112;1;0;102;102;0;2321;True;NA
9;72;training;122;1;0;102;102;0;3494;True;NA
9;73;training;112;1;0;102;102;1;2585;True;NA
9;74;training;222;0;0;102;102;1;2754;True;NA
9;75;training;223;0;0;102;102;0;1672;True;NA
9;76;training;122;1;0;102;102;1;1758;True;NA
9;77;training;113;0;0;102;102;0;4284;True;NA
9;78;training;213;0;0;102;102;1;2135;True;NA
9;79;training;123;1;0;102;102;0;2974;True;NA
9;80;training;212;1;0;102;102;0;2067;True;NA
9;81;training;213;0;0;102;102;1;2312;True;NA
9;82;training;223;0;0;102;102;1;2567;True;NA
9;83;training;112;1;0;102;102;0;1421;True;NA
9;84;training;212;1;0;102;102;0;1921;True;NA
9;85;training;122;1;0;102;102;1;2233;True;NA
9;86;training;113;0;0;102;102;1;3713;True;NA
9;87;training;222;0;0;102;102;0;2450;True;NA
9;88;training;123;1;0;102;102;1;2540;True;NA
9;89;training;222;0;0;102;102;0;1551;True;NA
9;90;training;123;1;0;102;102;1;2757;True;NA
9;91;training;113;0;0;102;102;1;2733;True;NA
9;92;training;122;1;0;102;102;1;2918;True;NA
9;93;training;213;0;0;102;102;1;2783;True;NA
9;94;training;212;1;0;102;102;1;5488;True;NA
9;95;training;112;1;0;102;102;1;3283;True;NA
9;96;training;223;0;0;102;102;1;3592;True;NA
9;97;training;122;1;0;102;102;1;3943;True;NA
9;98;training;223;0;0;102;102;0;3775;True;NA
9;99;training;222;0;0;102;102;1;2110;True;NA
9;100;training;113;0;0;102;102;1;3128;True;NA
9;101;training;123;1;0;102;102;1;5061;True;NA
9;102;training;213;0;0;102;102;0;5401;True;NA
9;103;training;112;1;0;102;102;0;4095;True;NA
9;104;training;212;1;0;102;102;1;2333;True;NA
9;105;training;112;1;0;102;102;1;4096;True;NA
9;106;training;222;0;0;102;102;0;1852;True;NA
9;107;training;113;0;0;102;102;1;3378;True;NA
9;108;training;123;1;0;102;102;1;3290;True;NA
9;109;training;223;0;0;102;102;1;4691;True;NA
9;110;training;122;1;0;102;102;0;2857;True;NA
9;111;training;213;0;0;102;102;0;2664;True;NA
9;112;training;212;1;0;102;102;0;2842;True;NA
9;113;training;112;1;0;102;102;0;3738;True;NA
9;114;training;113;0;0;102;102;1;1417;True;NA
9;115;training;223;0;0;102;102;1;3114;True;NA
9;116;training;222;0;0;102;102;0;1293;True;NA
9;117;training;122;1;0;102;102;0;3684;True;NA
9;118;training;213;0;0;102;102;1;4534;True;NA
9;119;training;123;1;0;102;102;1;2937;True;NA
9;120;training;212;1;0;102;102;0;2391;True;NA
9;121;training;113;0;0;102;102;0;2968;True;NA
9;122;training;222;0;0;102;102;0;1568;True;NA
9;123;training;223;0;0;102;102;1;1950;True;NA
9;124;training;112;1;0;102;102;1;6333;True;NA
9;125;training;123;1;0;102;102;1;6893;True;NA
9;126;training;122;1;0;102;102;0;2910;True;NA
9;127;training;212;1;0;102;102;0;3600;True;NA
9;128;training;213;0;0;102;102;0;3377;True;NA
9;129;training;123;1;0;102;102;1;3720;True;NA
9;130;training;223;0;0;102;102;1;4645;True;NA
9;131;training;113;0;0;102;102;0;2228;True;NA
9;132;training;222;0;0;102;102;0;1433;True;NA
9;133;training;212;1;0;102;102;1;2128;True;NA
9;134;training;122;1;0;102;102;1;4968;True;NA
9;135;training;112;1;0;102;102;0;2006;True;NA
9;136;training;213;0;0;102;102;0;3602;True;NA
9;137;training;222;0;0;102;102;0;1267;True;NA
9;138;training;223;0;0;102;102;1;3652;True;NA
9;139;training;213;0;0;102;102;0;3187;True;NA
9;140;training;112;1;0;102;102;0;1568;True;NA
9;141;training;113;0;0;102;102;0;2285;True;NA
9;142;training;122;1;0;102;102;1;3940;True;NA
9;143;training;212;1;0;102;102;1;4967;True;NA
9;144;training;123;1;0;102;102;1;2322;True;NA
9;145;training;213;0;0;102;102;0;2719;True;NA
9;146;training;212;1;0;102;102;0;5249;True;NA
9;147;training;223;0;0;102;102;0;3508;True;NA
9;148;training;122;1;0;102;102;1;4090;True;NA
9;149;training;123;1;0;102;102;1;2787;True;NA
9;150;training;112;1;0;102;102;0;2809;True;NA
9;151;training;113;0;0;102;102;0;2751;True;NA
9;152;training;222;0;0;102;102;0;1550;True;NA
9;153;training;222;0;0;102;102;0;1954;True;NA
9;154;training;112;1;0;102;102;1;2291;True;NA
9;155;training;213;0;0;102;102;0;2980;True;NA
9;156;training;122;1;0;102;102;1;2259;True;NA
9;157;training;212;1;0;102;102;0;2724;True;NA
9;158;training;223;0;0;102;102;0;3727;True;NA
9;159;training;113;0;0;102;102;0;2327;True;NA
9;160;training;123;1;0;102;102;1;4349;True;NA
9;161;training;222;0;0;102;102;0;1358;True;NA
9;162;training;122;1;0;102;102;0;2256;True;NA
9;163;training;213;0;0;102;102;0;2638;True;NA
9;164;training;223;0;0;102;102;0;3414;True;NA
9;165;training;212;1;0;102;102;0;6543;True;NA
9;166;training;113;0;0;102;102;0;2516;True;NA
9;167;training;112;1;0;102;102;1;2502;True;NA
9;168;training;123;1;0;102;102;1;4773;True;NA
9;169;training;212;1;0;102;102;0;3529;True;NA
9;170;training;113;0;0;102;102;0;2978;True;NA
9;171;training;213;0;0;102;102;0;2573;True;NA
9;172;training;112;1;0;102;102;1;3821;True;NA
9;173;training;222;0;0;102;102;0;1614;True;NA
9;174;training;122;1;0;102;102;1;2672;True;NA
9;175;training;223;0;0;102;102;0;2811;True;NA
9;176;training;123;1;0;102;102;1;2284;True;NA
9;177;training;122;1;0;102;102;0;3821;True;NA
9;178;training;222;0;0;102;102;0;1354;True;NA
9;179;training;223;0;0;102;102;0;2560;True;NA
9;180;training;113;0;0;102;102;0;2916;True;NA
9;181;training;123;1;0;102;102;1;4096;True;NA
9;182;training;213;0;0;102;102;0;2422;True;NA
9;183;training;212;1;0;102;102;0;5244;True;NA
9;184;training;112;1;0;102;102;0;3091;True;NA
9;185;training;213;0;0;102;102;0;2321;True;NA
9;186;training;122;1;0;102;102;1;2794;True;NA
9;187;training;113;0;0;102;102;0;3749;True;NA
9;188;training;223;0;0;102;102;0;3159;True;NA
9;189;training;212;1;0;102;102;1;3842;True;NA
9;190;training;222;0;0;102;102;0;1295;True;NA
9;191;training;112;1;0;102;102;1;2200;True;NA
9;192;training;123;1;0;102;102;1;2510;True;NA
9;193;training;222;0;0;102;102;0;2567;True;NA
9;194;training;123;1;0;102;102;1;2789;True;NA
9;195;training;223;0;0;102;102;0;4648;True;NA
9;196;training;213;0;0;102;102;0;2699;True;NA
9;197;training;112;1;0;102;102;1;2253;True;NA
9;198;training;212;1;0;102;102;1;3198;True;NA
9;199;training;122;1;0;102;102;1;2048;True;NA
9;200;training;113;0;0;102;102;0;2671;True;NA
9;201;training;123;1;0;102;102;1;2045;True;NA
9;202;training;212;1;0;102;102;1;3841;True;NA
9;203;training;112;1;0;102;102;1;1917;True;NA
9;204;training;222;0;0;102;102;0;1581;True;NA
9;205;training;122;1;0;102;102;1;3012;True;NA
9;206;training;113;0;0;102;102;0;2409;True;NA
9;207;training;213;0;0;102;102;0;3750;True;NA
9;208;training;223;0;0;102;102;0;3373;True;NA
9;209;training;112;1;0;102;102;1;2047;True;NA
9;210;training;113;0;0;102;102;0;2339;True;NA
9;211;training;213;0;0;102;102;0;3045;True;NA
9;212;training;122;1;0;102;102;1;2289;True;NA
9;213;training;212;1;0;102;102;1;2036;True;NA
9;214;training;222;0;0;102;102;0;2100;True;NA
9;215;familiarization;122;1;0;102;102;NA;NA;True;1384.0
9;216;familiarization;223;0;0;102;102;NA;NA;True;1384.0
9;217;familiarization;222;0;0;102;102;0;1228;True;1384.0
9;218;familiarization;112;1;0;102;102;1;1297;True;1384.0
9;219;familiarization;212;1;0;102;102;1;1206;True;1384.0
9;220;familiarization;123;1;0;102;102;0;1323;True;1384.0
9;221;familiarization;113;0;0;102;102;1;1230;True;1384.0
9;222;familiarization;213;0;0;102;102;NA;NA;True;1384.0
9;223;familiarization;123;1;0;102;102;NA;NA;True;1384.0
9;224;familiarization;112;1;0;102;102;NA;NA;True;1384.0
9;225;familiarization;122;1;0;102;102;NA;NA;True;1384.0
9;226;familiarization;213;0;0;102;102;NA;NA;True;1384.0
9;227;familiarization;223;0;0;102;102;NA;NA;True;1384.0
9;228;familiarization;113;0;0;102;102;NA;NA;True;1384.0
9;229;familiarization;212;1;0;102;102;NA;NA;True;1384.0
9;230;familiarization;222;0;0;102;102;0;1187;True;1384.0
9;231;familiarization;223;0;0;102;102;0;933;True;1384.0
9;232;familiarization;222;0;0;102;102;0;991;True;1384.0
9;233;familiarization;113;0;0;102;102;0;952;True;1384.0
9;234;familiarization;212;1;0;102;102;1;1211;True;1384.0
9;235;familiarization;123;1;0;102;102;0;1111;True;1384.0
9;236;familiarization;213;0;0;102;102;NA;NA;True;1384.0
9;237;familiarization;122;1;0;102;102;NA;NA;True;1384.0
9;238;familiarization;112;1;0;102;102;NA;NA;True;1384.0
9;239;familiarization;222;0;0;102;102;NA;NA;True;1384.0
9;240;familiarization;113;0;0;102;102;NA;NA;True;1384.0
9;241;familiarization;223;0;0;102;102;NA;NA;True;1384.0
9;242;familiarization;122;1;0;102;102;NA;NA;True;1384.0
9;243;familiarization;112;1;0;102;102;NA;NA;True;1384.0
9;244;familiarization;212;1;0;102;102;NA;NA;True;1384.0
9;245;familiarization;213;0;0;102;102;0;1250;True;1384.0
9;246;familiarization;123;1;0;102;102;0;1179;True;1384.0
9;247;test;432;NA;0;102;102;NA;NA;True;1384.0
9;248;test;332;NA;0;102;102;0;827;True;1384.0
9;249;test;212;NA;0;102;102;1;985;True;1384.0
9;250;test;123;NA;0;102;102;0;1086;True;1384.0
9;251;test;211;NA;0;102;102;1;994;True;1384.0
9;252;test;114;NA;0;102;102;1;1048;True;1384.0
9;253;test;442;NA;0;102;102;0;1145;True;1384.0
9;254;test;342;NA;0;102;102;0;925;True;1384.0
9;255;test;113;NA;0;102;102;1;951;True;1384.0
9;256;test;222;NA;0;102;102;0;1210;True;1384.0
9;257;test;113;NA;0;102;102;0;1141;True;1384.0
9;258;test;332;NA;0;102;102;0;1076;True;1384.0
9;259;test;442;NA;0;102;102;0;1005;True;1384.0
9;260;test;211;NA;0;102;102;1;980;True;1384.0
9;261;test;342;NA;0;102;102;0;1112;True;1384.0
9;262;test;212;NA;0;102;102;NA;NA;True;1384.0
9;263;test;114;NA;0;102;102;0;1268;True;1384.0
9;264;test;222;NA;0;102;102;0;1087;True;1384.0
9;265;test;123;NA;0;102;102;0;1258;True;1384.0
9;266;test;432;NA;0;102;102;NA;NA;True;1384.0
9;267;test;212;NA;0;102;102;0;891;True;1384.0
9;268;test;332;NA;0;102;102;1;982;True;1384.0
9;269;test;222;NA;0;102;102;0;1084;True;1384.0
9;270;test;123;NA;0;102;102;1;1085;True;1384.0
9;271;test;432;NA;0;102;102;NA;NA;True;1384.0
9;272;test;342;NA;0;102;102;1;1088;True;1384.0
9;273;test;113;NA;0;102;102;0;902;True;1384.0
9;274;test;442;NA;0;102;102;0;901;True;1384.0
9;275;test;114;NA;0;102;102;1;1054;True;1384.0
9;276;test;211;NA;0;102;102;0;1290;True;1384.0
9;277;test;342;NA;0;102;102;0;1013;True;1384.0
9;278;test;222;NA;0;102;102;1;956;True;1384.0
9;279;test;332;NA;0;102;102;0;1043;True;1384.0
9;280;test;123;NA;0;102;102;0;860;True;1384.0
9;281;test;211;NA;0;102;102;0;1079;True;1384.0
9;282;test;212;NA;0;102;102;1;769;True;1384.0
9;283;test;114;NA;0;102;102;0;963;True;1384.0
9;284;test;113;NA;0;102;102;0;1019;True;1384.0
9;285;test;442;NA;0;102;102;1;962;True;1384.0
9;286;test;432;NA;0;102;102;NA;NA;True;1384.0
9;287;test;222;NA;0;102;102;0;1020;True;1384.0
9;288;test;332;NA;0;102;102;1;964;True;1384.0
9;289;test;212;NA;0;102;102;1;1362;True;1384.0
9;290;test;432;NA;0;102;102;0;1173;True;1384.0
9;291;test;342;NA;0;102;102;0;1168;True;1384.0
9;292;test;442;NA;0;102;102;0;931;True;1384.0
9;293;test;113;NA;0;102;102;1;958;True;1384.0
9;294;test;123;NA;0;102;102;0;1013;True;1384.0
9;295;test;211;NA;0;102;102;NA;NA;True;1384.0
9;296;test;114;NA;0;102;102;0;1114;True;1384.0
9;297;test;123;NA;0;102;102;1;1207;True;1384.0
9;298;test;332;NA;0;102;102;0;1230;True;1384.0
9;299;test;442;NA;0;102;102;0;1362;True;1384.0
9;300;test;211;NA;0;102;102;1;1204;True;1384.0
9;301;test;113;NA;0;102;102;0;1384;True;1384.0
9;302;test;222;NA;0;102;102;0;1085;True;1384.0
9;303;test;114;NA;0;102;102;0;993;True;1384.0
9;304;test;342;NA;0;102;102;1;1203;True;1384.0
9;305;test;212;NA;0;102;102;0;1367;True;1384.0
9;306;test;432;NA;0;102;102;NA;NA;True;1384.0
9;307;test;442;NA;0;102;102;0;962;True;1384.0
9;308;test;432;NA;0;102;102;1;1080;True;1384.0
9;309;test;342;NA;0;102;102;NA;NA;True;1384.0
9;310;test;212;NA;0;102;102;0;990;True;1384.0
9;311;test;211;NA;0;102;102;1;950;True;1384.0
9;312;test;114;NA;0;102;102;0;991;True;1384.0
9;313;test;332;NA;0;102;102;0;1169;True;1384.0
9;314;test;222;NA;0;102;102;0;1336;True;1384.0
9;315;test;113;NA;0;102;102;0;963;True;1384.0
9;316;test;123;NA;0;102;102;0;1206;True;1384.0
9;317;test;332;NA;0;102;102;NA;NA;True;1384.0
9;318;test;211;NA;0;102;102;1;1231;True;1384.0
9;319;test;114;NA;0;102;102;0;928;True;1384.0
9;320;test;432;NA;0;102;102;1;1049;True;1384.0
9;321;test;442;NA;0;102;102;0;866;True;1384.0
9;322;test;123;NA;0;102;102;NA;NA;True;1384.0
9;323;test;342;NA;0;102;102;0;774;True;1384.0
9;324;test;212;NA;0;102;102;NA;NA;True;1384.0
9;325;test;222;NA;0;102;102;1;923;True;1384.0
9;326;test;113;NA;0;102;102;1;1261;True;1384.0
9;327;test;114;NA;0;102;102;NA;NA;True;1384.0
9;328;test;123;NA;0;102;102;0;1236;True;1384.0
9;329;test;332;NA;0;102;102;0;1057;True;1384.0
9;330;test;432;NA;0;102;102;NA;NA;True;1384.0
9;331;test;113;NA;0;102;102;1;922;True;1384.0
9;332;test;442;NA;0;102;102;0;1042;True;1384.0
9;333;test;342;NA;0;102;102;NA;NA;True;1384.0
9;334;test;211;NA;0;102;102;NA;NA;True;1384.0
9;335;test;222;NA;0;102;102;0;1080;True;1384.0
9;336;test;212;NA;0;102;102;1;1010;True;1384.0
9;337;test;114;NA;0;102;102;0;1047;True;1384.0
9;338;test;113;NA;0;102;102;0;1072;True;1384.0
9;339;test;211;NA;0;102;102;1;966;True;1384.0
9;340;test;442;NA;0;102;102;0;835;True;1384.0
9;341;test;212;NA;0;102;102;1;855;True;1384.0
9;342;test;123;NA;0;102;102;0;1042;True;1384.0
9;343;test;432;NA;0;102;102;1;1014;True;1384.0
9;344;test;332;NA;0;102;102;0;1207;True;1384.0
9;345;test;342;NA;0;102;102;0;1075;True;1384.0
9;346;test;222;NA;0;102;102;1;1015;True;1384.0
9;347;test;211;NA;0;102;102;1;1300;True;1384.0
9;348;test;442;NA;0;102;102;0;867;True;1384.0
9;349;test;222;NA;0;102;102;0;1086;True;1384.0
9;350;test;123;NA;0;102;102;0;1150;True;1384.0
9;351;test;114;NA;0;102;102;1;1022;True;1384.0
9;352;test;342;NA;0;102;102;0;1198;True;1384.0
9;353;test;212;NA;0;102;102;NA;NA;True;1384.0
9;354;test;113;NA;0;102;102;0;1008;True;1384.0
9;355;test;432;NA;0;102;102;1;1076;True;1384.0
9;356;test;332;NA;0;102;102;0;1357;True;1384.0
9;357;test;113;NA;0;102;102;0;1199;True;1384.0
9;358;test;114;NA;0;102;102;0;773;True;1384.0
9;359;test;332;NA;0;102;102;1;1095;True;1384.0
9;360;test;211;NA;0;102;102;1;1174;True;1384.0
9;361;test;442;NA;0;102;102;0;786;True;1384.0
9;362;test;123;NA;0;102;102;0;994;True;1384.0
9;363;test;212;NA;0;102;102;NA;NA;True;1384.0
9;364;test;432;NA;0;102;102;0;956;True;1384.0
9;365;test;342;NA;0;102;102;0;857;True;1384.0
9;366;test;222;NA;0;102;102;1;1075;True;1384.0
9;367;test;212;NA;0;102;102;1;952;True;1384.0
9;368;test;432;NA;0;102;102;0;766;True;1384.0
9;369;test;114;NA;0;102;102;0;1084;True;1384.0
9;370;test;211;NA;0;102;102;1;858;True;1384.0
9;371;test;123;NA;0;102;102;0;1107;True;1384.0
9;372;test;342;NA;0;102;102;0;857;True;1384.0
9;373;test;222;NA;0;102;102;0;889;True;1384.0
9;374;test;113;NA;0;102;102;0;856;True;1384.0
9;375;test;442;NA;0;102;102;0;794;True;1384.0
9;376;test;332;NA;0;102;102;0;831;True;1384.0
9;377;test;212;NA;0;102;102;1;895;True;1384.0
9;378;test;113;NA;0;102;102;0;1142;True;1384.0
9;379;test;342;NA;0;102;102;0;1077;True;1384.0
9;380;test;123;NA;0;102;102;0;985;True;1384.0
9;381;test;114;NA;0;102;102;0;1087;True;1384.0
9;382;test;211;NA;0;102;102;1;1000;True;1384.0
9;383;test;222;NA;0;102;102;0;1084;True;1384.0
9;384;test;442;NA;0;102;102;0;806;True;1384.0
9;385;test;332;NA;0;102;102;0;732;True;1384.0
9;386;test;432;NA;0;102;102;0;711;True;1384.0
